nconst	primaryName
nm0046101	William Badgett
nm0046102	Gregory Badgewell
nm0046110	Martine Badgley
nm0046131	Mihail Badiceanu
nm0046132	Sergey Badichkin
nm0046133	Laurence Badie
nm0046141	José Luis Badillo
nm0046148	André Badin
nm0046151	Anuar Badin
nm0046152	Jean Badin
nm0046162	Klara Badiola
nm0046169	Saar Badishi
nm0046175	Saly Badji
nm0046183	Annette Badland
nm0046201	Renzo Badolisani
nm0046214	Faouzia Badr
nm0046217	Sawsan Badr
nm0046220	Ali Badr Khan
nm0046221	N. Badral
nm0046223	Sayed Badreya
nm0046227	Gia Badridze
nm0046231	Susan Badrkhan
nm0046233	Mohamed Badrsalem
nm0046245	A.R. Badul
nm0046248	Gabriela Badura
nm0046252	Erekle Badurashvili
nm0046253	Lali Badurashvili
nm0046256	Livio Badurina
nm0046258	Badusha
nm0046262	Catherine Bady
nm0046269	Sándor Badár
nm0046275	Chang-ho Bae
nm0046276	Chong-ok Bae
nm0046277	Bae Doona
nm0046280	Jung-shik Bae
nm0046282	Yong-Kyun Bae
nm0046283	Yoo-Jung Bae
nm0046295	Caroline Baehr
nm0046319	Max Baer Jr.
nm0046323	Art Baer
nm0046328	Bogdan Baer
nm0046347	Edouard Baer
nm0046350	Emily Baer
nm0046366	Martin Baer
nm0046369	Meridith Baer
nm0046383	Shawna Baer
nm0046386	Susanne Baer
nm0046388	Suzie Baer
nm0046400	Harald Baerow
nm0046404	Clémentine Baert
nm0046407	Nand Baert
nm0046428	Peter Spellos
nm0046432	Pascal Baeumler
nm0046436	Dominique Baeyens
nm0046437	Steph Baeyens
nm0046438	Claudio Báez
nm0046469	Paloma Baeza
nm0046471	Raquel Baeza
nm0046472	René Baeza
nm0046478	Ted Bafaloukos
nm0046480	Micheal Bafaro
nm0046483	Regina Baff
nm0046493	Rosita Baffico
nm0046522	Ludvik Bagari
nm0046525	Claude Bagarry
nm0046532	Raymond Bagatsing
nm0046538	Bryan Bagby
nm0046541	Larry Bagby
nm0046545	Milton Bagby
nm0046548	Gurudas Bagchi
nm0046552	Cecile Bagdadi
nm0046554	Maroun Bagdadi
nm0046559	Ross Bagdasarian Jr.
nm0046560	Carol Bagdasarian
nm0046561	Edik Bagdasarian
nm0046570	Narine Bagdasaryan
nm0046575	Vladas Bagdonas
nm0046588	David Bagés
nm0046589	Nuria Bages
nm0046594	Mohan Baggad
nm0046620	Paul Bagget
nm0046626	Eleanor Baggett
nm0046637	Angiola Baggi
nm0046667	Abdolrahman Bagheri
nm0046673	Gianni Baghino
nm0046683	Yuriy Baginyan
nm0046688	Natalya Bagirova
nm0046689	Steve Bagish
nm0046707	Fuddle Bagley
nm0046718	Paul Bagley
nm0046719	Rebecca Cook
nm0046738	Dalida Baglioni
nm0046741	Pierandrea Baglioni
nm0046745	Donatella Baglivo
nm0046756	Mark Bagnall
nm0046770	Vernel Bagneris
nm0046775	Carlo Bagno
nm0046793	Jean-Pierre Bagot
nm0046795	Maya Bagrationi
nm0046843	Ilknur Bahadir
nm0046847	Parviz Bahador
nm0046848	Homayoon Bahadoran
nm0046850	Bahadur
nm0046862	Aharon Bahar
nm0046865	Leila Baharan
nm0046866	Moti Baharav
nm0046867	Maziar Bahari
nm0046868	Nanu Baharuddin
nm0046871	Ido Bahat
nm0046883	Manfredo Bahia
nm0046894	Mohnish Bahl
nm0046899	Pago Bahlke
nm0046900	Abdelkrim Bahloul
nm0046902	Eva Maria Bahlrühs
nm0046903	Lisa Bahlruehs
nm0046910	Thomas Bahmann
nm0046918	Vladimír Bahna
nm0046922	Blake Bahner
nm0046932	Gilbert Bahon
nm0046943	Fax Bahr
nm0046954	Marco Bahr
nm0046961	Robert Bahr
nm0046963	Rüdiger Bahr
nm0046968	Sadegh Bahrami
nm0046985	Deepak Bahry
nm0046992	Milan Bahúl
nm0046993	Ann Bridgewater
nm0046995	Ching-Jui Pai
nm0047006	Ming-Hua Pai
nm0047010	Wu Bai
nm0047012	Xueyun Bai
nm0047016	Ying Bai
nm0047017	Yu Bai
nm0047020	Charles Baiano
nm0047023	Jorge Baião
nm0047028	Jennifer Baichwal
nm0047033	Matthew Baidoo
nm0047038	Bernhard Baier
nm0047046	Jeff Baier
nm0047047	Jo Baier
nm0047063	Petter Baiestorf
nm0047076	Steven Baigelman
nm0047087	Celso Saiki
nm0047092	Grazina Baikstyte
nm0047094	Charles Bail
nm0047102	Sabine Bail
nm0047145	Anthony Bailey
nm0047170	Bunty Bailey
nm0047213	Cynthia Bailey
nm0047222	David Bailey
nm0047223	David Bailey
nm0047224	David Bailey
nm0047239	Donna Bailey
nm0047248	Eion Bailey
nm0047259	Fenton Bailey
nm0047264	Frederick Bailey
nm0047265	G.W. Bailey
nm0047270	Jerry Bailey
nm0047299	Janet Bailey
nm0047300	Jason Bailey
nm0047312	Jim Bailey
nm0047323	Jack Baker
nm0047344	Kathleen Bailey
nm0047358	Kirk Baily
nm0047367	Leonard Bailey
nm0047382	Louis Bailey
nm0047384	Lucy Bailey
nm0047387	Mark Bailey
nm0047392	Marion Bailey
nm0047403	Matt Bailey
nm0047415	Mickey Bailey
nm0047425	Norma Bailey
nm0047433	Patrick Bailey
nm0047440	Pearl Bailey
nm0047490	Shane Bailey
nm0047538	Charles Bailey-Gates
nm0047543	Pierette Pompom Bailhache
nm0047545	Ines Baili
nm0047556	Roisel Bailih
nm0047562	Rachel Bailit
nm0047565	Genevieve Baillard
nm0047570	Bruno Baillargeon
nm0047575	Paule Baillargeon
nm0047578	Yves Baillat
nm0047595	Bruce Baillie
nm0047623	Pierre Baillot
nm0047625	Alfred Baillou
nm0047634	Denise Bailly
nm0047645	Pascale Bailly
nm0047658	Edwin Baily
nm0047691	Bonar Bain
nm0047699	Conrad Bain
nm0047700	Cynthia Bain
nm0047716	Kathy Bain
nm0047733	Sherry Bain
nm0047742	Peter Bain-Hogg
nm0047745	Alexander Bainbridge
nm0047772	Bob Baines
nm0047774	Brenda Baines
nm0047776	Cheri Baines
nm0047780	Dennis Baines
nm0047795	Sherry Baines
nm0047798	Mariano Baino
nm0047815	Jimmy Baio
nm0047818	Steven Baio
nm0047823	Antonio Baiocco
nm0047840	Tom Bair
nm0047842	Fakrul Hasan Boiragi
nm0047850	Anthony Baird
nm0047858	Baird Bryant
nm0047872	Harry Baird
nm0047894	Luke Baird
nm0047899	Margot Baird
nm0047911	Peter Baird
nm0047918	Roxanne Baird
nm0047935	Alicia Baires
nm0047956	Gennadi Baisak
nm0047957	Gregory Baisden
nm0047962	Chieko Baishô
nm0047963	Mitsuko Baishô
nm0047967	Kanabek Baiseitov
nm0047971	Natuk Baytan
nm0047972	Baitao Zuo
nm0047973	Dyujshen Bajtobetov
nm0047976	Jon Robin Baitz
nm0047987	Ning Baizura
nm0047990	Francisco Baião
nm0048002	Ram Gopal Bajaj
nm0048003	Riju Bajaj
nm0048006	Marlene Bajali
nm0048020	Mária Bajcsay
nm0048025	Don Bajema
nm0048034	Zsófia Baji
nm0048037	Darko Bajic
nm0048040	Rados Bajic
nm0048056	Juanma Bajo Ulloa
nm0048060	Filip Bajon
nm0048061	Juan Bajon
nm0048066	Imre Bajor
nm0048068	Michal Bajor
nm0048069	Piotr Bajor
nm0048075	Manoj Bajpayee
nm0048079	Saban Bajramovic
nm0048081	Izudin Bajrovic
nm0048102	Gamma Bak
nm0048103	Henryk Bak
nm0048121	Miroslaw Baka
nm0048122	Sidiki Bakaba
nm0048124	Mahamane Bakabe
nm0048134	Armand Bakalian
nm0048135	Margaret Bakalian
nm0048137	Kostas Bakalis
nm0048139	Mark Bakalor
nm0048143	Slav Bakalov
nm0048144	Yevgeny Bakalov
nm0048146	Hristo Bakalski
nm0048147	Richard Bakalyan
nm0048155	Dion Abu Bakar
nm0048158	Gérard Kikoïne
nm0048159	Ariyon Bakare
nm0048164	Bamba Bakari
nm0048168	Scott Bakatman
nm0048171	Khasan Bakayev
nm0048173	Mariam Bakayoko
nm0048206	Alan Baker
nm0048207	Allan Baker
nm0048236	Arnold C. Baker II
nm0048241	Athenea Baker
nm0048244	Barry Baker
nm0048260	Betsy Baker
nm0048268	Bill Baker
nm0048273	Blanche Baker
nm0048288	Brandon Baker
nm0048290	Brett Baker
nm0048294	Brian Baker
nm0048296	Bruce Baker
nm0048346	Colin Baker
nm0048372	David Baker
nm0048373	David Baker
nm0048379	David Aaron Baker
nm0048383	Dawn Baker
nm0048413	Dusty Baker
nm0048414	Dylan Baker
nm0048431	Elizabeth Baker
nm0048452	Fred Baker
nm0048461	Garret Baker
nm0048468	George Baker
nm0048491	Graham Baker
nm0048505	Heather Baker
nm0048523	Hylda Baker
nm0048536	Jake Baker
nm0048548	Jane Baker
nm0048554	Jay Baker
nm0048567	Jennifer Baker
nm0048588	Jodi Baker
nm0048589	Joe Baker
nm0048604	Jolyon Baker
nm0048616	Kai Baker
nm0048634	Kelley Baker
nm0048650	Kenneth Baker
nm0048651	Kenneth W. Baker
nm0048652	Kenny Baker
nm0048661	Kirsten Baker
nm0048670	Kurt Baker
nm0048675	Lance Baker
nm0048676	Lance Baker
nm0048686	LeeAnne Baker
nm0048689	Lenny Baker
nm0048700	Lisa Baker
nm0048704	Lori Baker
nm0048710	Louise Baker
nm0048711	Luc Baker
nm0048715	Lynn Baker
nm0048730	Marie Annharte Baker
nm0048733	Marina Baker
nm0048741	Mark H. Baker
nm0048744	Martin G. Baker
nm0048745	Marvin Baker
nm0048790	Nancy Baker
nm0048809	Ox Baker
nm0048813	Pamela Baker
nm0048840	Rae Baker
nm0048844	Ray Baker
nm0048852	Renee Baker
nm0048863	Richard Alan Baker
nm0048871	Robert Baker
nm0048893	Ruby Baker
nm0048909	Scott Baker
nm0048913	Scott Thompson Baker
nm0048922	Sharisse Baker-Bernard
nm0048932	Simon Baker
nm0048934	Simon Baker
nm0048975	Timothy D. Baker
nm0048983	Tom Baker
nm0048993	Travis Baker
nm0049014	Wendy Baker
nm0049029	Ariadne Baker-Dunn
nm0049047	Milan Bakes
nm0049049	Gary Bakewell
nm0049063	Georgi Bakhchevanov
nm0049065	Aibarchin Bakirova
nm0049071	Simon Bakhouche
nm0049076	Enayat Bakhshi
nm0049077	Ali Bakhsi
nm0049079	Dato Bakhtadze
nm0049085	Zeba Bakhtiar
nm0049086	Afshin Khorshid Bakhtiari
nm0049092	Mukhtar Bakhtygereyev
nm0049093	Backey Jakic
nm0049101	Viktor Bakin
nm0049102	Bokir
nm0049121	Håvard Bakke
nm0049124	Quenby Bakke
nm0049135	Tom Bakken
nm0049160	Marco Bakker
nm0049162	Marijke Bakker
nm0049172	Sharon Bakker
nm0049182	Stanislav Boklan
nm0049188	John Vincent
nm0049190	Brigitte Bako
nm0049194	Nebojsa Bakocevic
nm0049196	Kostas Bakodimos
nm0049198	Devora Bakon
nm0049208	Ildikó Bakos
nm0049210	John Bakos
nm0049217	Andrea Bakovic
nm0049218	Gregor Bakovic
nm0049220	Amal Bakr
nm0049225	Zozo Bakradze
nm0049227	Lasha Bakradze
nm0049229	Janus Nabil Bakrawi
nm0049233	Adel Bakri
nm0049235	Mohammad Bakri
nm0049245	Arun Bakshi
nm0049256	Leonid Bakshtaev
nm0049264	Shango Baku
nm0049277	Nick Bakyta
nm0049278	Maria Bakò
nm0049282	Henry Bal
nm0049289	Pascale Bal
nm0049292	Santiago Bal
nm0049294	Vincent Bal
nm0049295	Walter Bal
nm0049304	Ymer Bala
nm0049309	Howard Balaban
nm0049313	Liane Balaban
nm0049320	Nick Balaban
nm0049325	Aracy Balabanian
nm0049326	Aleksey Balabanov
nm0049335	K. Balachander
nm0049342	Kostas Baladimas
nm0049347	Jorge Baladim
nm0049362	Manuel Balaguer Julià
nm0049363	Asunción Balaguer
nm0049371	Jaume Balagueró
nm0049372	Carles Balagué
nm0049378	Hassein Balai
nm0049380	Balaiah M.
nm0049382	T.S. Balaiah
nm0049386	Miroslav Balajka
nm0049392	Ted Roter
nm0049393	Ercüment Balakoglu
nm0049395	Nandamuri Balakrishna
nm0049399	K. Balakrishnan
nm0049400	Balakumaran
nm0049404	Pablo Canche Balam
nm0049406	Hakan Balamir
nm0049413	Nilambur Balan
nm0049414	Ovidiu Balan
nm0049416	S.S. Balan
nm0049434	Saulius Balandis
nm0049442	Katiana Balanika
nm0049443	José Bolaños
nm0049446	Leopoldina Balanuta
nm0049449	Yiolanta Balaoura
nm0049453	Franck Balard
nm0049464	Georgi Balashov
nm0049465	Vladimir Balashov
nm0049468	Jorgos Balasis
nm0049470	Belinda Balaski
nm0049473	Joe Balass
nm0049487	Michael Balaun
nm0049494	Roman Balayan
nm0049496	Rasim Balayev
nm0049526	Kakau Balbino
nm0049531	Ennio Balbo
nm0049537	Nick Random
nm0049550	Silvio F. Balbuena
nm0049553	Rosángela Balbó
nm0049592	Marius Balchunas
nm0049597	Tamer Balci
nm0049601	Vlado Balco
nm0049605	David Balcon
nm0049617	Alfonso Balcázar
nm0049621	Jaime Jesús Balcázar
nm0049650	Bernard Baldan
nm0049653	Gianfranco Baldanello
nm0049659	Grégoire Baldari
nm0049661	Barry Baldaro
nm0049665	Nick Baldasare
nm0049673	Raf Baldassarre
nm0049691	Hernan Baldech
nm0049704	Tine Balder
nm0049717	Brooke Balderson
nm0049719	Robert Balderson
nm0049728	Ferdinando Baldi
nm0049729	Gian Vittorio Baldi
nm0049737	Marcello Baldi
nm0049739	Mimmo Baldi
nm0049751	Elvira Baldina
nm0049754	Rebecca Balding
nm0049766	Renato Baldini
nm0049768	Sergio Baldini
nm0049772	Lee Baldino
nm0049776	Antonio Baldissarro
nm0049777	José Baldissera
nm0049809	Sandro Baldoni
nm0049821	Bill Baldridge
nm0049824	Orvel Baldridge
nm0049833	Armenia Balducci
nm0049838	Richard Balducci
nm0049853	A. Michael Baldwin
nm0049878	Craig Baldwin
nm0049884	David Baldwin
nm0049924	James Baldwin
nm0049928	Janit Baldwin
nm0049943	Judith Baldwin
nm0049944	Justin Baldwin
nm0049945	Karen Elise Baldwin
nm0049963	Mary Baldwin
nm0049975	Peter Baldwin
nm0049983	Rick Baldwin
nm0050014	Thomas Baldwin
nm0050033	Blanca Baldó
nm0050045	Andrei Cãtãlin Bãleanu
nm0050048	Rafael Baledón
nm0050051	Rafael Baledón
nm0050083	Lissa Balera
nm0050106	Annie Balestra
nm0050112	Andrea Balestri
nm0050118	Enzo Balestrieri
nm0050124	Glada Balestrini
nm0050126	Branko Baletic
nm0050149	Piet Balfoort
nm0050156	Eric Balfour
nm0050163	Michael Balfour
nm0050164	Noëlle Balfour
nm0050177	Jennifer Balgobin
nm0050187	Arun Bali
nm0050192	Monica Vali
nm0050197	Yogeeta Bali
nm0050203	James Balian
nm0050210	Jeanne Balibar
nm0050235	Asen Balikci
nm0050239	Armand Balima
nm0050243	Daniel Balin
nm0050250	Richard Balin
nm0050264	Eszter Balint
nm0050265	Ina Eck
nm0050268	István Bálint
nm0050270	Steve Balint
nm0050287	Janko Baljak
nm0050296	Azra Balkan
nm0050302	Vladimir Balkashinov
nm0050303	Géza Balkay
nm0050308	Turid Balke
nm0050310	Thomas Balkenhol
nm0050321	Arlette Balkis
nm0050324	Claudia Balko
nm0050325	Dave Balko
nm0050328	Robin Balkwill
nm0050337	Angeline Ball
nm0050347	Bobby Ball
nm0050384	Ian Ball
nm0050401	Jonathan Ball
nm0050416	Leslie Ball
nm0050430	Meaghan Ball
nm0050431	Michael Ball
nm0050436	Murray Ball
nm0050437	Nicholas Ball
nm0050440	Nova Ball
nm0050458	Sam Ball
nm0050461	Seamus Ball
nm0050468	Sonja Ball
nm0050474	Sue Ball
nm0050482	Vincent Ball
nm0050501	Philip Balla
nm0050511	Michael Ballam
nm0050515	Ruth Ballan
nm0050535	Carl Ballantine
nm0050550	Dario Ballantini
nm0050555	Elspeth Ballantyne
nm0050574	Suzanne Ballantyne
nm0050575	Tanya Tree
nm0050597	Carroll Ballard
nm0050602	Courtney Ballard
nm0050607	Doug Ballard
nm0050608	Elise Ballard
nm0050611	Fred Ballard
nm0050612	Gary Ballard
nm0050625	Jane Ballard
nm0050631	Jessica Ballard
nm0050633	John Ballard
nm0050639	Kaye Ballard
nm0050673	Steve Ballard
nm0050676	Terry Ballard
nm0050683	Mariella Ballardini
nm0050686	Kati Ballari
nm0050710	Thomas Ballatore
nm0050726	Tiffany Ballenger
nm0050737	Edoardo Ballerini
nm0050744	Antonio Ballerio
nm0050749	Juan José Ballesta
nm0050757	Francisco Ballester
nm0050774	Anderson Ballesteros
nm0050778	Belén Ballesteros
nm0050781	Carlos Ballesteros
nm0050799	Marita Ballesteros
nm0050805	Roberto Ballesteros
nm0050807	Sandra Ballesteros
nm0050814	Bernard Ballet
nm0050815	Marta Balletbò-Coll
nm0050825	Michael Ballew
nm0050853	Erik Balling
nm0050863	Chuck Ballinger
nm0050876	Gigi Ballista
nm0050880	Herbert Ballmann
nm0050924	Mark Ballou
nm0050936	Gerhard Balluch
nm0050953	Karyn Balm
nm0050966	Mario Balmaseda
nm0050975	Timothy Balme
nm0050983	Jean-François Balmer
nm0050984	Lucy Balmer
nm0050988	Thomas Balmès
nm0050998	Janelle Balnicke
nm0051023	Emese Balogh
nm0051031	György Balogh
nm0051032	Géza Balogh
nm0051036	Joe Balogh
nm0051038	Julianna Balogh
nm0051044	László Balogh
nm0051045	Mari Balogh
nm0051046	Menyhért René Balog-Dutombé
nm0051052	Tamás Balogh
nm0051054	Zsolt Balogh
nm0051059	Ola Balogun
nm0051060	Miha Baloh
nm0051061	Lucas Baloyi
nm0051063	Costel Baloiu
nm0051069	Vladimir Balon
nm0051079	Ladislav Balous
nm0051082	Bruno Balp
nm0051091	Anand Balraj
nm0051104	Talia Balsam
nm0051106	Ivan Balsamadzhiev
nm0051111	Jean Balsamo
nm0051116	Humbert Balsan
nm0051124	Pilar Balsega
nm0051129	David Balser
nm0051147	Ilona Balsyte
nm0051159	Allison Balson
nm0051160	Michael Balson
nm0051163	Emmanuel Balssa
nm0051165	Irini Balta
nm0051170	Ángel María Baltanás
nm0051173	Constantin Baltaretu
nm0051179	Christian Baltauss
nm0051180	Julie Baltay
nm0051188	Beba Balteano
nm0051193	Alla Balter
nm0051201	Jameson Baltes
nm0051226	Jacques Baltimore
nm0051229	Vicki Baltimore
nm0051237	Donna Baltron
nm0051248	Avgust Baltrusaitis
nm0051253	Gerd Baltus
nm0051257	Kirk Baltz
nm0051279	Liz Balut
nm0051281	Jacques Balutin
nm0051282	Aleksandr Baluev
nm0051284	George Baluzy
nm0051285	Mike Baluzy
nm0051287	Ángeles Balvanera
nm0051301	Gustavo Balza
nm0051302	Haydée Balza
nm0051316	Fernando Balzaretti
nm0051318	Jorge Balzaretti
nm0051319	Lucila Balzaretti
nm0051320	Andrew Balzarini
nm0051326	Walter Balzarini
nm0051337	Karl Michael Balzer
nm0051342	Thomas Balzer
nm0051345	Eliska Balzerová
nm0051351	Carlos Balá
nm0051363	Samu Balázs
nm0051365	Lajos Balázsovits
nm0051367	Jaroslav Balík
nm0051387	Toni Cade Bambara
nm0051390	Daniela Bambasová
nm0051394	David Bamber
nm0051405	Florian Bamberg
nm0051408	Piet Bambergen
nm0051410	Bernhard Bamberger
nm0051423	Lee Jay Bamberry
nm0051424	Tammy
nm0051430	Predrag Bambic
nm0051433	Stefano Bambini
nm0051454	Vyacheslav Bambushek
nm0051482	Gerry Bamman
nm0051491	Wallace Bampoe-Addo
nm0051492	Carine Bamps
nm0051495	Maddly Bamy
nm0051499	Daisuke Ban
nm0051500	Ivo Ban
nm0051502	Junzaburô Ban
nm0051503	Minako Ban
nm0051509	Eric Bana
nm0051512	Michal Banach
nm0051524	Chaim Banai
nm0051526	Gavri Banai
nm0051528	Meir Banai
nm0051529	Orna Banai
nm0051530	Uri Banai
nm0051531	Ya'ackov Banai
nm0051533	Yossi Banai
nm0051535	Yuval Banai
nm0051536	Pouri Baneai
nm0051537	Aida Banaji
nm0051542	Jacquie Banan
nm0051543	Joe Banana
nm0051544	Rick Banana
nm0051545	Hamid Benani
nm0051550	Arlene Banas
nm0051555	John Banas
nm0051561	Stanislaw Banas
nm0051562	Lynn Banashek
nm0051565	Stanislaw Banasiuk
nm0051583	Jeanne Banc
nm0051599	Rodolfo Banchelli
nm0051605	Valentina Banci
nm0051608	Christer Banck
nm0051620	Bradford Bancroft
nm0051621	Cameron Bancroft
nm0051643	Tony Bancroft
nm0051649	Albert Band
nm0051676	Dvir Benedek
nm0051677	Pijush Bandyopadhyay
nm0051678	Mário Márcio Bandarra
nm0051684	Denise Bandeira
nm0051688	José Bandeira
nm0051691	Ricardo Bandeira
nm0051693	Silvia Bandeira
nm0051706	Manuel Bandera
nm0051710	Vaitiare Hirshon
nm0051733	Silvio Bandinelli
nm0051736	Armando Bandini
nm0051761	Naoki Bando
nm0051770	Doru Bandol
nm0051775	Suzanne Bandolo
nm0051777	Gil Bandong
nm0051810	Satya Bannerjee
nm0051822	Cristina Banegas
nm0051830	Ajit Banerjee
nm0051831	Ajoy Banerjee
nm0051833	Chitra Banerjee
nm0051845	Robin Banerjee
nm0051850	Sarvadaman Banerjee
nm0051851	Satya Banerjee
nm0051853	Steve Banerjee
nm0051856	Victor Banerjee
nm0051857	Banerjee
nm0051862	Lisa Banes
nm0051880	Lino Banfi
nm0051883	Rosanna Banfi
nm0051884	Bever-Leigh Banfield
nm0051891	Ian Banfield
nm0051894	Jon Bang Carlsen
nm0051899	Carsten Bang
nm0051903	Claes Bang
nm0051906	Eun-hee Bang
nm0051907	Pang Eun-jin
nm0051910	Glenn Bang
nm0051916	Joy Bang
nm0051918	Lars Bang
nm0051931	Arne Bang-Hansen
nm0051935	Pål Bang-Hansen
nm0051967	Don Bangs
nm0051984	Advent Bangun
nm0051987	Roberto Bangura
nm0051989	Amália Banha
nm0051994	Russ Banham
nm0051999	Rakhshan Banietemad
nm0052005	Indra Bania
nm0052008	Stefan Banica Jr.
nm0052012	Petar Banicevic
nm0052017	François-Marie Banier
nm0052020	Jacob Banigan
nm0052023	Donatas Banionis
nm0052024	Raimundas Banionis
nm0052029	Shmuel Banitt
nm0052031	Mira Banjac
nm0052045	Mirra Bank
nm0052051	Nis Bank-Mikkelsen
nm0052062	Mark Banker
nm0052066	Jeff Bankert
nm0052075	Reza Banki
nm0052079	Jennifer Banko
nm0052088	Katya Bankowsky
nm0052113	Caerthan Banks
nm0052131	Cynthia Banks
nm0052133	Dasal Banks
nm0052138	Deborah Banks
nm0052149	Ernie Banks
nm0052182	Joe Banks
nm0052186	Jonathan Banks
nm0052195	Laura Banks
nm0052202	Lenore Banks
nm0052212	Marilyn Banks
nm0052215	Michael Banks
nm0052216	Michelle A. Banks
nm0052218	Morwenna Banks
nm0052220	Nancy Banks
nm0052225	Paul Banks
nm0052278	Scott Bankston
nm0052282	Chantal Banlier
nm0052312	Steve Banner
nm0052321	Arun Bannerjee
nm0052322	Bhanu Bannerjee
nm0052329	Haradhan Bannerjee
nm0052332	Kali Bannerjee
nm0052334	Karuna Bannerjee
nm0052338	Palash Bannerjee
nm0052348	Celia Bannerman
nm0052361	Walter Bannert
nm0052365	Kim Bannikoff
nm0052366	Monica Bannikoff
nm0052388	Stefan Bannischka
nm0052410	Reggie Bannister
nm0052415	Trevor Bannister
nm0052452	Al Bano
nm0052454	Roshan Bano
nm0052460	Amadou Banou
nm0052462	Bettina Banoun
nm0052467	Sultan Banov
nm0052468	Vasil Banov
nm0052484	Mary Paz Banquells
nm0052486	Rafael Banquells
nm0052488	Rocío Banquells
nm0052492	Indira Bansal
nm0052496	Richard Bansbach
nm0052537	Mirella Banti
nm0052563	Christoph Bantzer
nm0052567	Husn Banu
nm0052568	Naseem Banu
nm0052570	Saira Banu
nm0052573	Carlos Banuelos
nm0052599	Messer Banzani
nm0052600	Radu Bânzaru
nm0052601	Janet Banzet
nm0052602	Josette Banzet
nm0052607	Baochang Guo
nm0052613	Shaun Bao
nm0052616	Tiffany Bao
nm0052619	Zhifang Bao
nm0052621	Uttara Baokar
nm0052629	Baoyinhexige
nm0052630	K. Bapaiah
nm0052632	Sam Bapes
nm0052633	Zarif Bapinayev
nm0052644	André Baptista
nm0052655	Jane Batista
nm0052675	Thomas Baptiste
nm0052677	Bapu
nm0052682	Laura Baque
nm0052703	Maurice Baquet
nm0052711	Erich Bar
nm0052722	Shlomo Bar-Aba
nm0052727	Senyora Bar David
nm0052728	Ilana Bar-Din
nm0052739	Roy Bar-Natan
nm0052740	Inon Barnatan
nm0052742	Amir Bar-On
nm0052745	Modi Bar-On
nm0052753	Reuven Bar-Yotam
nm0052779	Mauro Barabani
nm0052786	Mariya Barabanova
nm0052792	Stanislav Barabas
nm0052793	Zoltan Barabas
nm0052812	Raffaella Baracchi
nm0052822	Shane Barach
nm0052830	Ferenc Baracsi
nm0052835	Hüseyin Baradan
nm0052858	José Barahona
nm0052859	Karla Barahona
nm0052864	Claudia Barainsky
nm0052879	Salvador Barajas
nm0052880	Ari Barak
nm0052888	Robert Barak
nm0052892	Yossi Barak
nm0052896	Adnan Barakat
nm0052897	Henry Barakat
nm0052898	Pyotr Barakchi
nm0052904	Yevgeniya Barakova
nm0052921	Fiammetta Baralla
nm0052923	Elizabeth Baralt
nm0052927	Maroochy Barambah
nm0052935	Asitbaran
nm0052939	Darrell Baran
nm0052944	Jack Baran
nm0052973	Felipe Barandiarán
nm0052993	Aleksandr Baranov
nm0052996	Catherine Baranov
nm0052999	Vladimir Baranov
nm0053000	Vyacheslav Baranov
nm0053001	Darina Baranova
nm0053008	Lyudmila Baranova
nm0053016	Bozena Baranowska
nm0053019	Jadwiga Baranska
nm0053020	Teresa Baranska
nm0053022	Andrzej Baranski
nm0053026	Antonello Baranta
nm0053029	Anatoliy Barantsev
nm0053041	Laurie Baranyay
nm0053042	László Baranyi
nm0053043	Ottilia Borbáth
nm0053047	Cassie Barasch
nm0053059	Philippe Barassat
nm0053064	François Barat
nm0053076	Paata Baratashvili
nm0053084	Jacques Baratier
nm0053100	Martina Baratta
nm0053105	Vladimir Baratta
nm0053132	Michel Baraz
nm0053156	Meche Barba
nm0053157	Norberto Barba
nm0053161	Vana Barba
nm0053190	Randy Barbato
nm0053201	Paul Barbaneagra
nm0053205	Mariangela Barbanente
nm0053215	Damià Barbany
nm0053219	Barbara
nm0053230	Luca Barbareschi
nm0053231	Mino Barbarese
nm0053249	Mimmo Barbarito
nm0053250	Ciro Barbaro
nm0053252	Fabrice Barbaro
nm0053257	Rocco Barbaro
nm0053259	Schelli Marie Barbaro
nm0053261	Georgina Barbarossa
nm0053268	Uri Barbash
nm0053269	Marek Barbasiewicz
nm0053313	Manon Barbeau
nm0053323	Charles L. Barbee
nm0053382	Ellen Barber
nm0053384	Frances Barber
nm0053392	Glynis Barber
nm0053474	Zorie Barber
nm0053484	Joseph Barbera
nm0053496	Ric Barbera
nm0053506	Gianfranco Barberi
nm0053508	Katie Barberi
nm0053519	Urbano Barberini
nm0053525	Irene Barberis
nm0053532	Aldo Barbero
nm0053534	Caterina Barbero
nm0053536	Chusa Barbero
nm0053542	Lori Barbero
nm0053543	Luis Barbero
nm0053560	Pierre-Olivier Bardet
nm0053569	Cesare Barbetti
nm0053574	Claude-Inga Barbey
nm0053579	Mathieu Barbey
nm0053580	Michel Barbey
nm0053584	Malibu Barbi
nm0053587	Vincent Barbi
nm0053601	Benoît Barbier
